VARIABLES="X","Y","Z","u","v","w","P","T"
 ZONE T="USTMESH"
    0.99999998E-02    0.24999999E-04    0.00000000E+00    0.31935384E+03
    0.26794848E+01    0.00000000E+00    0.10497660E+06    0.55711447E+03
    0.99999998E-02    0.78237832E-04    0.00000000E+00    0.44848950E+03
    0.43307924E+01    0.00000000E+00    0.10469391E+06    0.41033699E+03
    0.99999998E-02    0.13837068E-03    0.00000000E+00    0.50764030E+03
    0.48774609E+01    0.00000000E+00    0.10461366E+06    0.33738889E+03
    0.99999998E-02    0.20629153E-03    0.00000000E+00    0.54015321E+03
    0.51544717E+01    0.00000000E+00    0.10456812E+06    0.29540663E+03
    0.99999998E-02    0.28300905E-03    0.00000000E+00    0.55986641E+03
    0.53136552E+01    0.00000000E+00    0.10453110E+06    0.26931733E+03
    0.99999998E-02    0.36966251E-03    0.00000000E+00    0.57241166E+03
    0.54030534E+01    0.00000000E+00    0.10449649E+06    0.25247219E+03
    0.99999998E-02    0.46753875E-03    0.00000000E+00    0.58054556E+03
    0.54448532E+01    0.00000000E+00    0.10446191E+06    0.24145518E+03
    0.99999998E-02    0.57809125E-03    0.00000000E+00    0.58580958E+03
    0.54515357E+01    0.00000000E+00    0.10442614E+06    0.23429142E+03
    0.99999998E-02    0.70296178E-03    0.00000000E+00    0.58915833E+03
    0.54311083E+01    0.00000000E+00    0.10438835E+06    0.22972775E+03
    0.99999998E-02    0.84400474E-03    0.00000000E+00    0.59122846E+03
    0.53891146E+01    0.00000000E+00    0.10434784E+06    0.22691341E+03
    0.99999998E-02    0.10033147E-02    0.00000000E+00    0.59246302E+03
    0.53294840E+01    0.00000000E+00    0.10430396E+06    0.22524895E+03
    0.99999998E-02    0.11832573E-02    0.00000000E+00    0.59317308E+03
    0.52549243E+01    0.00000000E+00    0.10425605E+06    0.22431010E+03
    0.99999998E-02    0.13865049E-02    0.00000000E+00    0.59357223E+03
    0.51671475E+01    0.00000000E+00    0.10420350E+06    0.22380413E+03
    0.99999998E-02    0.16160758E-02    0.00000000E+00    0.59380033E+03
    0.50670549E+01    0.00000000E+00    0.10414568E+06    0.22353893E+03
    0.99999998E-02    0.18753792E-02    0.00000000E+00    0.59394305E+03
    0.49549250E+01    0.00000000E+00    0.10408205E+06    0.22339669E+03
    0.99999998E-02    0.21682660E-02    0.00000000E+00    0.59404894E+03
    0.48306028E+01    0.00000000E+00    0.10401207E+06    0.22331082E+03
    0.99999998E-02    0.24990854E-02    0.00000000E+00    0.59414315E+03
    0.46936801E+01    0.00000000E+00    0.10393530E+06    0.22324688E+03
    0.99999998E-02    0.28727503E-02    0.00000000E+00    0.59423761E+03
    0.45436447E+01    0.00000000E+00    0.10385132E+06    0.22318873E+03
    0.99999998E-02    0.32948100E-02    0.00000000E+00    0.59433747E+03
