VARIABLES="X","Y","Z","T"
 ZONE T="USTMESH"
    0.99999998E-02   -0.45000000E-01    0.00000000E+00    0.14370362E+04
    0.99999998E-02   -0.35000000E-01    0.00000000E+00    0.13096360E+04
    0.99999998E-02   -0.25000000E-01    0.00000000E+00    0.11775167E+04
    0.99999998E-02   -0.15000000E-01    0.00000000E+00    0.10364189E+04
    0.99999998E-02   -0.49999999E-02    0.00000000E+00    0.87998241E+03
    0.29999999E-01   -0.45000000E-01    0.00000000E+00    0.14429342E+04
    0.29999999E-01   -0.35000000E-01    0.00000000E+00    0.13285341E+04
    0.29999999E-01   -0.25000000E-01    0.00000000E+00    0.12134573E+04
    0.29999999E-01   -0.15000000E-01    0.00000000E+00    0.10977950E+04
    0.29999999E-01   -0.49999999E-02    0.00000000E+00    0.98291918E+03
    0.50000001E-01   -0.45000000E-01    0.00000000E+00    0.14499170E+04
    0.50000001E-01   -0.35000000E-01    0.00000000E+00    0.13501656E+04
    0.50000001E-01   -0.25000000E-01    0.00000000E+00    0.12517741E+04
    0.50000001E-01   -0.15000000E-01    0.00000000E+00    0.11560523E+04
    0.50000001E-01   -0.49999999E-02    0.00000000E+00    0.10649637E+04
    0.70000000E-01   -0.45000000E-01    0.00000000E+00    0.14552547E+04
    0.70000000E-01   -0.35000000E-01    0.00000000E+00    0.13663948E+04
    0.70000000E-01   -0.25000000E-01    0.00000000E+00    0.12794579E+04
    0.70000000E-01   -0.15000000E-01    0.00000000E+00    0.11958142E+04
    0.70000000E-01   -0.49999999E-02    0.00000000E+00    0.11168923E+04
    0.90000000E-01   -0.45000000E-01    0.00000000E+00    0.14580883E+04
    0.90000000E-01   -0.35000000E-01    0.00000000E+00    0.13749784E+04
    0.90000000E-01   -0.25000000E-01    0.00000000E+00    0.12940277E+04
    0.90000000E-01   -0.15000000E-01    0.00000000E+00    0.12167361E+04
    0.90000000E-01   -0.49999999E-02    0.00000000E+00    0.11446884E+04
    0.90000000E-01    0.00000000E+00    0.00000000E+00    0.11124386E+04
    0.70000000E-01    0.00000000E+00    0.00000000E+00    0.10806861E+04
    0.50000001E-01    0.00000000E+00    0.00000000E+00    0.10233456E+04
    0.29999999E-01    0.00000000E+00    0.00000000E+00    0.92818620E+03
    0.99999998E-02    0.00000000E+00    0.00000000E+00    0.78894476E+03
    0.10000000E+00   -0.49999999E-02    0.00000000E+00    0.11446884E+04
    0.10000000E+00   -0.15000000E-01    0.00000000E+00    0.12167361E+04
    0.10000000E+00   -0.25000000E-01    0.00000000E+00    0.12940277E+04
    0.10000000E+00   -0.35000000E-01    0.00000000E+00    0.13749784E+04
    0.10000000E+00   -0.45000000E-01    0.00000000E+00    0.14580883E+04
    0.00000000E+00   -0.49999999E-02    0.00000000E+00    0.87998241E+03
    0.00000000E+00   -0.15000000E-01    0.00000000E+00    0.10364189E+04
    0.00000000E+00   -0.25000000E-01    0.00000000E+00    0.11775167E+04
    0.00000000E+00   -0.35000000E-01    0.00000000E+00    0.13096360E+04
    0.00000000E+00   -0.45000000E-01    0.00000000E+00    0.14370362E+04
    0.90000000E-01   -0.50000001E-01    0.00000000E+00    0.15000000E+04
    0.70000000E-01   -0.50000001E-01    0.00000000E+00    0.15000000E+04
    0.50000001E-01   -0.50000001E-01    0.00000000E+00    0.15000000E+04
    0.29999999E-01   -0.50000001E-01    0.00000000E+00    0.15000000E+04
    0.99999998E-02   -0.50000001E-01    0.00000000E+00    0.15000000E+04
